index,name,lat,lon,context
34832,Harrisburg,40.2737,-76.88442,"['to', 'Cowperwood', ',', 'because', 'he', 'had', 'to', 'be', '.', 'He', 'explained', 'to', 'him', 'just', 'how', 'things', 'were', 'regulated', 'at', 'Harrisburg', '.', 'The', 'big', 'financiers', 'were', 'looked', 'to', 'for', 'campaign', 'funds', '.', 'They', 'were', 'represented', 'by', 'henchmen', 'in', 'the', 'State', 'assembly']"
35440,Harrisburg,40.2737,-76.88442,"['among', 'them', 'that', 'of', 'Van', 'Nostrand', 'and', 'one', 'Terrence', 'Relihan', ',', 'a', 'representative', 'of', 'some', 'other', 'political', 'forces', 'at', 'Harrisburg', '.', 'He', 'was', 'introduced', 'to', 'the', 'governor', 'one', 'day', 'at', 'lunch', '.', 'His', 'name', 'was', 'mentioned', 'in', 'the', 'papers', ',']"
35879,Third Street,-33.57917,151.30833,"['money', 'on', 'a', 'mortgage', '.', 'He', 'planned', 'at', 'the', 'same', 'time', 'to', 'remove', 'his', 'office', 'farther', 'south', 'on', 'Third', 'Street', 'and', 'occupy', 'a', 'building', 'of', 'his', 'own', '.', 'He', 'knew', 'where', 'an', 'option', 'was', 'to', 'be', 'had', 'on', 'a', 'twenty-five-foot']"
36060,South,-6.33333,39.5,"['of', 'the', 'Wilderness', 'were', 'fresh', 'memories', '.', 'Grant', 'was', 'now', 'before', 'Petersburg', ',', 'and', 'the', 'great', 'general', 'of', 'the', 'South', ',', 'Lee', ',', 'was', 'making', 'that', 'last', 'brilliant', 'and', 'hopeless', 'display', 'of', 'his', 'ability', 'as', 'a', 'strategist', 'and', 'a', 'soldier']"
36105,Vicksburg,30.32577,-85.66645,"['--', 'as', ',', 'for', 'instance', ',', 'during', 'the', 'long', ',', 'dreary', 'period', 'in', 'which', 'the', 'country', 'was', 'waiting', 'for', 'Vicksburg', 'to', 'fall', ',', 'for', 'the', 'Army', 'of', 'the', 'Potomac', 'to', 'prove', 'victorious', ',', 'when', 'Pennsylvania', 'was', 'invaded', 'by', 'Lee', '--']"
36120,Pennsylvania,30.87324,-88.0475,"['country', 'was', 'waiting', 'for', 'Vicksburg', 'to', 'fall', ',', 'for', 'the', 'Army', 'of', 'the', 'Potomac', 'to', 'prove', 'victorious', ',', 'when', 'Pennsylvania', 'was', 'invaded', 'by', 'Lee', '--', 'when', 'stocks', 'fell', 'and', 'commercial', 'conditions', 'were', 'very', 'bad', 'generally', '.', 'In', 'times', 'like', 'these']"
36242,Atlantic,43.5827,-65.34141,"['feel', 'that', 'the', 'Union', ',', 'as', 'it', 'had', 'now', 'come', 'to', 'be', ',', 'spreading', 'its', 'great', 'length', 'from', 'the', 'Atlantic', 'to', 'the', 'Pacific', 'and', 'from', 'the', 'snows', 'of', 'Canada', 'to', 'the', 'Gulf', ',', 'was', 'worth', 'while', '.', 'Since', 'his', 'birth']"
36245,Pacific,47.26455,-122.25012,"['Union', ',', 'as', 'it', 'had', 'now', 'come', 'to', 'be', ',', 'spreading', 'its', 'great', 'length', 'from', 'the', 'Atlantic', 'to', 'the', 'Pacific', 'and', 'from', 'the', 'snows', 'of', 'Canada', 'to', 'the', 'Gulf', ',', 'was', 'worth', 'while', '.', 'Since', 'his', 'birth', 'in', '1837', 'he']"
36251,Canada,60.10867,-113.64258,"['come', 'to', 'be', ',', 'spreading', 'its', 'great', 'length', 'from', 'the', 'Atlantic', 'to', 'the', 'Pacific', 'and', 'from', 'the', 'snows', 'of', 'Canada', 'to', 'the', 'Gulf', ',', 'was', 'worth', 'while', '.', 'Since', 'his', 'birth', 'in', '1837', 'he', 'had', 'seen', 'the', 'nation', 'reach', 'that']"
36254,Gulf,-7.7246,145.08545,"[',', 'spreading', 'its', 'great', 'length', 'from', 'the', 'Atlantic', 'to', 'the', 'Pacific', 'and', 'from', 'the', 'snows', 'of', 'Canada', 'to', 'the', 'Gulf', ',', 'was', 'worth', 'while', '.', 'Since', 'his', 'birth', 'in', '1837', 'he', 'had', 'seen', 'the', 'nation', 'reach', 'that', 'physical', 'growth', '--']"
36276,Alaska,64.00028,-150.00028,"['worth', 'while', '.', 'Since', 'his', 'birth', 'in', '1837', 'he', 'had', 'seen', 'the', 'nation', 'reach', 'that', 'physical', 'growth', '--', 'barring', 'Alaska', '--', 'which', 'it', 'now', 'possesses', '.', 'Not', 'so', 'much', 'earlier', 'than', 'his', 'youth', 'Florida', 'had', 'been', 'added', 'to', 'the', 'Union']"
36290,Florida,28.75054,-82.5001,"['that', 'physical', 'growth', '--', 'barring', 'Alaska', '--', 'which', 'it', 'now', 'possesses', '.', 'Not', 'so', 'much', 'earlier', 'than', 'his', 'youth', 'Florida', 'had', 'been', 'added', 'to', 'the', 'Union', 'by', 'purchase', 'from', 'Spain', ';', 'Mexico', ',', 'after', 'the', 'unjust', 'war', 'of', '1848', ',']"
36300,Spain,40,-4,"['possesses', '.', 'Not', 'so', 'much', 'earlier', 'than', 'his', 'youth', 'Florida', 'had', 'been', 'added', 'to', 'the', 'Union', 'by', 'purchase', 'from', 'Spain', ';', 'Mexico', ',', 'after', 'the', 'unjust', 'war', 'of', '1848', ',', 'had', 'ceded', 'Texas', 'and', 'the', 'territory', 'to', 'the', 'West', '.']"
36302,Mexico,19.42847,-99.12766,"['Not', 'so', 'much', 'earlier', 'than', 'his', 'youth', 'Florida', 'had', 'been', 'added', 'to', 'the', 'Union', 'by', 'purchase', 'from', 'Spain', ';', 'Mexico', ',', 'after', 'the', 'unjust', 'war', 'of', '1848', ',', 'had', 'ceded', 'Texas', 'and', 'the', 'territory', 'to', 'the', 'West', '.', 'The', 'boundary']"
36313,Texas,30.88602,-89.272,"['to', 'the', 'Union', 'by', 'purchase', 'from', 'Spain', ';', 'Mexico', ',', 'after', 'the', 'unjust', 'war', 'of', '1848', ',', 'had', 'ceded', 'Texas', 'and', 'the', 'territory', 'to', 'the', 'West', '.', 'The', 'boundary', 'disputes', 'between', 'England', 'and', 'the', 'United', 'States', 'in', 'the', 'far', 'Northwest']"
36325,England,34.54426,-91.96903,"['unjust', 'war', 'of', '1848', ',', 'had', 'ceded', 'Texas', 'and', 'the', 'territory', 'to', 'the', 'West', '.', 'The', 'boundary', 'disputes', 'between', 'England', 'and', 'the', 'United', 'States', 'in', 'the', 'far', 'Northwest', 'had', 'been', 'finally', 'adjusted', '.', 'To', 'a', 'man', 'with', 'great', 'social', 'and']"
36329,United States,37.99066,-81.4265,"[',', 'had', 'ceded', 'Texas', 'and', 'the', 'territory', 'to', 'the', 'West', '.', 'The', 'boundary', 'disputes', 'between', 'England', 'and', 'the', 'United', 'States', 'in', 'the', 'far', 'Northwest', 'had', 'been', 'finally', 'adjusted', '.', 'To', 'a', 'man', 'with', 'great', 'social', 'and', 'financial', 'imagination', ',', 'these']"
36461,States,,,"['zone', 'and', 'between', 'two', 'seas', ',', 'seemed', 'to', 'him', 'to', 'possess', 'potentialities', 'which', 'it', 'could', 'not', 'retain', 'if', 'the', 'States', 'of', 'the', 'South', 'were', 'lost', '.', 'At', 'the', 'same', 'time', ',', 'the', 'freedom', 'of', 'the', 'negro', 'was', 'not', 'a', 'significant']"
36464,South,-6.33333,39.5,"['two', 'seas', ',', 'seemed', 'to', 'him', 'to', 'possess', 'potentialities', 'which', 'it', 'could', 'not', 'retain', 'if', 'the', 'States', 'of', 'the', 'South', 'were', 'lost', '.', 'At', 'the', 'same', 'time', ',', 'the', 'freedom', 'of', 'the', 'negro', 'was', 'not', 'a', 'significant', 'point', 'with', 'him']"
36590,South,-6.33333,39.5,"['no', 'particular', 'quarrel', 'with', 'the', 'theory', 'that', 'they', 'should', 'be', 'free', ';', 'he', 'saw', 'no', 'particular', 'reason', 'why', 'the', 'South', 'should', 'not', 'protest', 'vigorously', 'against', 'the', 'destruction', 'of', 'their', 'property', 'and', 'their', 'system', '.', 'It', 'was', 'too', 'bad', 'that', 'the']"
36715,Garrison,39.40594,-76.76053,"['of', 'the', 'weak', 'mind', 'and', 'the', 'weak', 'body', '.', 'He', 'followed', 'the', 'contentions', 'of', 'such', 'men', 'as', 'Sumner', ',', 'Garrison', ',', 'Phillips', ',', 'and', 'Beecher', ',', 'with', 'considerable', 'interest', ';', 'but', 'at', 'no', 'time', 'could', 'he', 'see', 'that', 'the', 'problem']"
37298,Germantown,43.22862,-88.11037,"['in', 'her', 'blue', 'eyes', 'that', 'was', 'most', 'sympathetic', 'and', 'human', '.', 'St.', 'Timothy', ""'s"", 'and', 'the', 'convent', 'school', 'in', 'Germantown', 'had', 'been', 'the', 'choice', 'of', 'her', 'parents', 'for', 'her', 'education', '--', 'what', 'they', 'called', 'a', 'good', 'Catholic', 'education', '.', 'She']"
37839,St. Timothy,58.73488,5.64929,"['than', 'her', 'prayers', ',', 'which', 'she', 'went', 'through', 'perfunctorily', '.', 'And', 'then', 'there', 'was', 'a', 'young', 'priest', 'at', 'St.', 'Timothy', ""'s"", ',', 'Father', 'David', ',', 'hale', 'and', 'rosy', ',', 'with', 'a', 'curl', 'of', 'black', 'hair', 'over', 'his', 'forehead', ',', 'and']"
37975,St. Agatha,58.73488,5.64929,"['way', 'she', 'delighted', 'to', 'tell', 'him', 'about', 'herself', ',', 'and', 'then', 'walk', 'demurely', ',', 'repentantly', 'out', '.', 'At', 'St.', 'Agatha', ""'s"", 'she', 'had', 'been', 'rather', 'a', 'difficult', 'person', 'to', 'deal', 'with', '.', 'She', 'was', ',', 'as', 'the', 'good', 'sisters', 'of']"
39387,Girard Avenue,39.44644,-89.78093,"['women', '.', 'The', 'fact', 'that', 'she', 'could', 'ride', 'in', 'a', 'carriage', ',', 'live', 'in', 'a', 'fine', 'home', 'on', 'Girard', 'Avenue', ',', 'visit', 'such', 'homes', 'as', 'those', 'of', 'the', 'Cowperwoods', 'and', 'others', ',', 'was', 'of', 'great', 'weight', ';', 'and', 'yet', ',']"
39535,Chestnut Street,40.05365,-89.18537,"['to', 'brazen', 'her', 'socially', 'or', 'physically', '.', 'There', 'were', 'such', 'girls', 'of', 'the', 'better', 'families', 'who', ',', 'in', 'Chestnut', 'Street', ',', 'in', 'the', 'expensive', 'shops', ',', 'or', 'on', 'the', 'drive', ',', 'on', 'horseback', 'or', 'in', 'carriages', ',', 'tossed', 'their', 'heads']"
39707,Cowperwood,,,"['.', 'She', 'often', 'looked', 'at', 'Mrs.', 'Cowperwood', 'and', 'thought', 'how', 'fortunate', 'she', 'was', '.', 'Chapter', 'XIV', 'The', 'development', 'of', 'Cowperwood', 'as', 'Cowperwood', '&', 'Co.', 'following', 'his', 'arresting', 'bond', 'venture', ',', 'finally', 'brought', 'him', 'into', 'relationship', 'with', 'one', 'man', 'who', 'was']"
39868,Stener,61.31999,11.80265,"[',', 'no', 'craft', ',', 'no', 'great', 'skill', 'in', 'anything', '.', 'You', 'would', 'never', 'hear', 'a', 'new', 'idea', 'emanating', 'from', 'Stener', '.', 'He', 'never', 'had', 'one', 'in', 'his', 'life', '.', 'On', 'the', 'other', 'hand', ',', 'he', 'was', 'not', 'a', 'bad', 'fellow']"
40074,Philadelphia,39.95233,-75.16379,"['this', ',', 'George', 'W.', 'Stener', 'was', 'brought', 'into', 'temporary', 'public', 'notice', 'by', 'certain', 'political', 'methods', 'which', 'had', 'existed', 'in', 'Philadelphia', 'practically', 'unmodified', 'for', 'the', 'previous', 'half', 'hundred', 'years', '.', 'First', ',', 'because', 'he', 'was', 'of', 'the', 'same', 'political', 'faith', 'as']"
40217,Philadelphia,39.95233,-75.16379,"['he', 'would', 'repeat', 'them', '.', 'The', 'Republican', 'party', ',', 'which', 'was', 'the', 'new-born', 'party', 'then', ',', 'but', 'dominant', 'in', 'Philadelphia', ',', 'needed', 'your', 'vote', ';', 'it', 'was', 'necessary', 'to', 'keep', 'the', 'rascally', 'Democrats', 'out', '--', 'he', 'could', 'scarcely', 'have', 'said']"
40273,Philadelphia,39.95233,-75.16379,"['once', 'occurred', 'to', 'him', 'that', 'these', 'things', 'had', 'nothing', 'to', 'do', 'with', 'the', 'local', 'executive', 'and', 'financial', 'administration', 'of', 'Philadelphia', '.', 'Supposing', 'they', 'did', ""n't"", '?', 'What', 'of', 'it', '?', 'In', 'Philadelphia', 'at', 'this', 'time', 'a', 'certain', 'United', 'States', 'Senator']"
40285,Philadelphia,39.95233,-75.16379,"['the', 'local', 'executive', 'and', 'financial', 'administration', 'of', 'Philadelphia', '.', 'Supposing', 'they', 'did', ""n't"", '?', 'What', 'of', 'it', '?', 'In', 'Philadelphia', 'at', 'this', 'time', 'a', 'certain', 'United', 'States', 'Senator', ',', 'one', 'Mark', 'Simpson', ',', 'together', 'with', 'Edward', 'Malia', 'Butler', 'and', 'Henry']"
40292,United States,37.99066,-81.4265,"['Philadelphia', '.', 'Supposing', 'they', 'did', ""n't"", '?', 'What', 'of', 'it', '?', 'In', 'Philadelphia', 'at', 'this', 'time', 'a', 'certain', 'United', 'States', 'Senator', ',', 'one', 'Mark', 'Simpson', ',', 'together', 'with', 'Edward', 'Malia', 'Butler', 'and', 'Henry', 'A.', 'Mollenhauer', ',', 'a', 'rich', 'coal', 'dealer']"
40762,Philadelphia,39.95233,-75.16379,"['George', 'W.', ""Stener's"", 'executive', 'and', 'financial', 'qualifications', 'for', 'the', 'position', 'were', ',', 'but', 'at', 'this', 'time', 'the', 'city', 'of', 'Philadelphia', 'was', 'still', 'hobbling', 'along', 'under', 'perhaps', 'as', 'evil', 'a', 'financial', 'system', ',', 'or', 'lack', 'of', 'it', ',', 'as', 'any', 'city']"
41227,Philadelphia,39.95233,-75.16379,"['the', 'Civil', 'War', ',', 'and', 'through', 'it', ',', 'let', 'it', 'here', 'be', 'explained', 'and', 'remembered', ',', 'the', 'city', 'of', 'Philadelphia', 'had', 'been', 'in', 'the', 'habit', ',', 'as', 'a', 'corporation', ',', 'when', 'there', 'were', 'no', 'available', 'funds', 'in', 'the', 'treasury', ',']"
42585,Stener,61.31999,11.80265,"['They', 'were', 'as', 'office-boys', 'to', 'him', '.', 'In', 'order', 'to', 'understand', 'exactly', 'the', 'motive', 'for', 'Mollenhauer', ""'s"", 'interest', 'in', 'Stener', ',', 'and', 'the', 'significance', 'of', 'this', 'visit', 'and', 'Stener', ""'s"", 'subsequent', 'action', 'in', 'regard', 'to', 'it', ',', 'it', 'will', 'be']"
43569,Wycroft,,,"['all', 'right', 'would', 'be', 'recommended', 'to', 'him', '.', 'It', 'did', 'not', 'concern', 'Stener', 'that', 'Strobik', ',', 'Harmon', ',', 'and', 'Wycroft', ',', 'acting', 'for', 'Mollenhauer', ',', 'were', 'incidentally', 'planning', 'to', 'use', 'a', 'little', 'of', 'the', 'money', 'loaned', 'for', 'purposes', 'quite', 'outside']"
43620,Strobik,,,"['However', ',', 'to', 'be', 'going', 'on', '.', 'Some', 'time', 'before', 'he', 'was', 'even', 'nominated', ',', 'Stener', 'had', 'learned', 'from', 'Strobik', ',', 'who', ',', 'by', 'the', 'way', ',', 'was', 'one', 'of', 'his', 'sureties', 'as', 'treasurer', '(', 'which', 'suretyship', 'was', 'against', 'the']"
43655,Pennsylvania,30.87324,-88.0475,"['which', 'suretyship', 'was', 'against', 'the', 'law', ',', 'as', 'were', 'those', 'of', 'Councilmen', 'Wycroft', 'and', 'Harmon', ',', 'the', 'law', 'of', 'Pennsylvania', 'stipulating', 'that', 'one', 'political', 'servant', 'might', 'not', 'become', 'surety', 'for', 'another', ')', ',', 'that', 'those', 'who', 'had', 'brought', 'about', 'this']"
43820,New York,30.03593,-90.02561,"['politicians', 'were', 'building', 'themselves', 'nice', 'homes', 'in', 'newer', 'portions', 'of', 'the', 'city', '.', 'They', 'were', 'going', 'off', 'to', 'New', 'York', 'or', 'Harrisburg', 'or', 'Washington', 'on', 'jaunting', 'parties', '.', 'They', 'were', 'seen', 'in', 'happy', 'converse', 'at', 'road-houses', 'or', 'country', 'hotels', 'in']"
43822,Harrisburg,40.2737,-76.88442,"['building', 'themselves', 'nice', 'homes', 'in', 'newer', 'portions', 'of', 'the', 'city', '.', 'They', 'were', 'going', 'off', 'to', 'New', 'York', 'or', 'Harrisburg', 'or', 'Washington', 'on', 'jaunting', 'parties', '.', 'They', 'were', 'seen', 'in', 'happy', 'converse', 'at', 'road-houses', 'or', 'country', 'hotels', 'in', 'season', 'with']"
43824,Washington,50.90487,-0.40649,"['nice', 'homes', 'in', 'newer', 'portions', 'of', 'the', 'city', '.', 'They', 'were', 'going', 'off', 'to', 'New', 'York', 'or', 'Harrisburg', 'or', 'Washington', 'on', 'jaunting', 'parties', '.', 'They', 'were', 'seen', 'in', 'happy', 'converse', 'at', 'road-houses', 'or', 'country', 'hotels', 'in', 'season', 'with', 'their', 'wives']"
43890,Mollenhauer,,,"['he', 'was', 'interested', 'and', 'compliant', '.', 'What', 'might', 'he', 'not', 'get', '?', 'When', 'it', 'came', 'to', 'this', 'visit', 'from', 'Mollenhauer', ',', 'with', 'its', 'suggestion', 'in', 'regard', 'to', 'bringing', 'city', 'loan', 'to', 'par', ',', 'although', 'it', 'bore', 'no', 'obvious', 'relation', 'to']"
44059,Strobik,,,"['sell', 'for', 'one', 'hundred', 'on', ""'change"", ',', 'but', 'Mollenhauer', ""'s"", 'secretary', ',', 'one', 'Abner', 'Sengstack', ',', 'had', 'suggested', 'to', 'Strobik', 'that', ',', 'since', 'Butler', 'was', 'dealing', 'with', 'young', 'Cowperwood', 'and', 'Mollenhauer', 'did', 'not', 'care', 'particularly', 'for', 'his', 'private', 'broker', 'in']"
45752,Venice,41.23389,-96.35364,"['a', 'flaming', 'brand', '.', 'Ellsworth', 'informed', 'him', 'that', 'this', 'had', 'formerly', 'been', 'a', 'money-changer', ""'s"", 'sign', 'used', 'in', 'old', 'Venice', ',', 'the', 'significance', 'of', 'which', 'had', 'long', 'been', 'forgotten', '.', 'The', 'interior', 'was', 'finished', 'in', 'highly-polished', 'hardwood', ',', 'stained', 'in']"
46082,Philadelphia,39.95233,-75.16379,"['the', 'Tudor', 'school', ',', 'yet', 'not', 'so', 'elaborated', 'as', 'later', 'became', 'the', 'style', 'in', 'many', 'of', 'the', 'residences', 'in', 'Philadelphia', 'and', 'elsewhere', '.', 'The', 'most', 'striking', 'features', 'were', 'rather', 'deep-recessed', 'doorways', 'under', 'wide', ',', 'low', ',', 'slightly', 'floriated', 'arches', ',']"
46735,Boule,7.95389,-9.37472,"['walnut', ',', 'English', 'oak', ',', ""bird's-eye"", 'maple', ',', 'and', 'the', 'manufactured', 'effects', 'such', 'as', 'ormolu', ',', 'marquetry', ',', 'and', 'Boule', ',', 'or', 'buhl', '.', 'He', 'explained', 'the', 'latter', '--', 'how', 'difficult', 'it', 'was', 'to', 'produce', ',', 'how', 'unsuitable', 'it', 'was']"
47053,Philadelphia,39.95233,-75.16379,"[',', 'bronzes', ',', 'little', 'carvings', 'and', 'figurines', ',', 'for', 'his', 'cabinets', ',', 'pedestals', ',', 'tables', ',', 'and', 'etageres', '.', 'Philadelphia', 'did', 'not', 'offer', 'much', 'that', 'was', 'distinguished', 'in', 'this', 'realm', '--', 'certainly', 'not', 'in', 'the', 'open', 'market', '.', 'There', 'were']"
47835,Cowperwood,,,"['is', 'difficult', 'to', 'make', 'perfectly', 'clear', 'what', 'a', 'subtle', 'and', 'significant', 'power', 'this', 'suddenly', 'placed', 'in', 'the', 'hands', 'of', 'Cowperwood', '.', 'Consider', 'that', 'he', 'was', 'only', 'twenty-eight', '--', 'nearing', 'twenty-nine', '.', 'Imagine', 'yourself', 'by', 'nature', 'versed', 'in', 'the', 'arts', 'of']"
48779,Philadelphia,39.95233,-75.16379,"['that', 'they', 'did', 'not', 'want', 'any', 'outsider', 'to', 'interfere', '.', 'As', 'a', 'matter', 'of', 'fact', 'the', 'street-railway', 'business', 'in', 'Philadelphia', 'was', 'not', 'sufficiently', 'developed', 'at', 'this', 'time', 'to', 'suggest', 'to', 'any', 'one', 'the', 'grand', 'scheme', 'of', 'union', 'which', 'came', 'later']"
48897,Strobik,,,"['buying', 'now', 'sufficient', 'street-railway', 'shares', 'in', 'some', 'one', 'line', 'to', 'control', 'it', ',', 'and', 'then', ',', 'if', 'he', ',', 'Strobik', ',', 'could', ',', 'by', 'efforts', 'of', 'his', 'own', ',', 'get', 'the', 'city', 'council', 'to', 'set', 'aside', 'certain', 'streets', 'for', 'its']"
49286,Chestnut,40.05365,-89.18537,"['broached', 'this', 'matter', '--', 'it', 'was', 'in', 'Stener', ""'s"", 'office', ',', 'at', 'the', 'old', 'city', 'hall', 'at', 'Sixth', 'and', 'Chestnut', ',', 'and', 'Stener', ',', 'in', 'view', 'of', 'his', 'oncoming', 'prosperity', ',', 'was', 'feeling', 'very', 'good', 'indeed', '--', ""''"", 'is', ""n't""]"
52481,Tighes,,,"[""'s"", 'house', ',', 'with', 'its', 'natural', 'overflow', 'into', 'Henry', 'W.', ""'s"", ',', 'was', 'to', 'be', 'for', 'all', '--', 'the', 'Tighes', ',', 'Steners', ',', 'Butlers', ',', 'Mollenhauers', ',', 'as', 'well', 'as', 'the', 'more', 'select', 'groups', 'to', 'which', ',', 'for', 'instance', ',']"
61565,Philadelphia,39.95233,-75.16379,"['the', 'curious', 'resources', 'of', 'immorality', '.', 'Being', 'a', 'city', 'of', 'five', 'hundred', 'thousand', 'and', 'more', 'at', 'this', 'time', ',', 'Philadelphia', 'had', 'its', 'nondescript', 'hotels', ',', 'where', 'one', 'might', 'go', ',', 'cautiously', 'and', 'fairly', 'protected', 'from', 'observation', ';', 'and', 'there', 'were']"
62157,Baltimore,39.29038,-76.61219,"['bays', ',', 'or', 'to', 'ride', 'a', 'mount', ',', 'bought', 'by', 'her', 'father', 'for', 'her', 'from', 'a', 'noted', 'horse-dealer', 'in', 'Baltimore', '.', 'Since', 'Cowperwood', 'also', 'drove', 'and', 'rode', ',', 'it', 'was', 'not', 'difficult', 'to', 'arrange', 'meeting-places', 'far', 'out', 'on', 'the', 'Wissahickon']"
62177,Wissahickon,40.01733,-75.20935,"['.', 'Since', 'Cowperwood', 'also', 'drove', 'and', 'rode', ',', 'it', 'was', 'not', 'difficult', 'to', 'arrange', 'meeting-places', 'far', 'out', 'on', 'the', 'Wissahickon', 'or', 'the', 'Schuylkill', 'road', '.', 'There', 'were', 'many', 'spots', 'in', 'the', 'newly', 'laid-out', 'park', ',', 'which', 'were', 'as', 'free', 'from']"
62180,Schuylkill,39.94233,-75.18712,"['also', 'drove', 'and', 'rode', ',', 'it', 'was', 'not', 'difficult', 'to', 'arrange', 'meeting-places', 'far', 'out', 'on', 'the', 'Wissahickon', 'or', 'the', 'Schuylkill', 'road', '.', 'There', 'were', 'many', 'spots', 'in', 'the', 'newly', 'laid-out', 'park', ',', 'which', 'were', 'as', 'free', 'from', 'interruption', 'as', 'the']"
62342,North Front Street,22.49471,114.13812,"['Lillian', 'had', 'been', 'lovely', 'in', 'those', 'early', 'days', 'in', 'which', 'he', 'had', 'first', 'called', 'on', 'her', 'in', 'North', 'Front', 'Street', ',', 'and', 'he', 'had', 'fancied', 'himself', 'unspeakably', 'happy', 'at', 'that', 'time', ';', 'but', 'that', 'was', 'nearly', 'ten', 'years', 'since', ',']"
63798,North Tenth Street,22.49471,114.13812,"['want', 'you', 'to', '.', 'I', ""'m"", 'not', 'afraid', '.', ""''"", '``', 'I', ""'ve"", 'taken', 'a', 'house', 'in', 'North', 'Tenth', 'Street', ',', ""''"", 'he', 'said', 'finally', ',', 'as', 'they', 'walked', 'over', 'to', 'the', 'horses', 'and', 'mounted', 'them', '.', '``', 'It', 'is']"
64518,Messalinas,,,"['is', 'operative', '.', 'Society', 'lifts', 'its', 'hands', 'in', 'horror', ';', 'but', 'from', 'age', 'to', 'age', 'the', 'Helens', ',', 'the', 'Messalinas', ',', 'the', 'Du', 'Barrys', ',', 'the', 'Pompadours', ',', 'the', 'Maintenons', ',', 'and', 'the', 'Nell', 'Gwyns', 'flourish', 'and', 'point', 'a', 'freer']"
65220,Delaware,39.00039,-75.49992,"['securities', ',', 'which', 'were', 'numerous', '.', 'Butler', 'held', 'stocks', 'in', 'such', 'things', 'as', 'the', 'Pennsylvania', 'Coal', 'Company', ',', 'the', 'Delaware', 'and', 'Hudson', 'Canal', ',', 'the', 'Morris', 'and', 'Essex', 'Canal', ',', 'the', 'Reading', 'Railroad', '.', 'As', 'the', 'old', 'gentleman', ""'s"", 'mind']"
65223,Hudson Canal,41.2748,-75.83603,"['were', 'numerous', '.', 'Butler', 'held', 'stocks', 'in', 'such', 'things', 'as', 'the', 'Pennsylvania', 'Coal', 'Company', ',', 'the', 'Delaware', 'and', 'Hudson', 'Canal', ',', 'the', 'Morris', 'and', 'Essex', 'Canal', ',', 'the', 'Reading', 'Railroad', '.', 'As', 'the', 'old', 'gentleman', ""'s"", 'mind', 'had', 'broadened', 'to']"
65252,Philadelphia,39.95233,-75.16379,"['Railroad', '.', 'As', 'the', 'old', 'gentleman', ""'s"", 'mind', 'had', 'broadened', 'to', 'the', 'significance', 'of', 'the', 'local', 'street-railway', 'problem', 'in', 'Philadelphia', ',', 'he', 'had', 'decided', 'to', 'close', 'out', 'his', 'other', 'securities', 'at', 'such', 'advantageous', 'terms', 'as', 'he', 'could', ',', 'and', 'reinvest']"
65546,Wycroft,,,"['connection', ',', 'the', 'scheme', 'which', 'George', 'W.', 'Stener', 'had', 'brought', 'forward', ',', 'representing', 'actually', 'in', 'the', 'background', 'Strobik', ',', 'Wycroft', ',', 'and', 'Harmon', ',', 'was', 'an', 'opening', 'wedge', 'for', 'himself', '.', 'Stener', ""'s"", 'plan', 'was', 'to', 'loan', 'him', 'money', 'out']"
65611,Front Street,45.27941,7.66425,"['purposes', 'was', 'absolutely', 'necessary', ')', ',', 'and', 'with', 'it', 'take', 'over', 'the', 'North', 'Pennsylvania', 'Company', ""'s"", 'line', 'on', 'Front', 'Street', ',', 'which', ',', 'because', 'of', 'the', 'shortness', 'of', 'its', 'length', ',', 'one', 'mile', 'and', 'a', 'half', ',', 'and', 'the', 'brevity']"
65898,Philadelphia,39.95233,-75.16379,"['Morality', 'varied', ',', 'in', 'his', 'mind', 'at', 'least', ',', 'with', 'conditions', ',', 'if', 'not', 'climates', '.', 'Here', ',', 'in', 'Philadelphia', ',', 'the', 'tradition', '(', 'politically', ',', 'mind', 'you', '--', 'not', 'generally', ')', 'was', 'that', 'the', 'city', 'treasurer', 'might', 'use', 'the']"
66343,Harrisburg,40.2737,-76.88442,"['the', 'small', ',', 'dark-faced', 'Irishman', ',', 'a', 'dandy', 'in', 'dress', 'and', 'manners', '--', 'who', 'represented', 'the', 'financial', 'interests', 'at', 'Harrisburg', ',', 'and', 'who', 'had', 'come', 'to', 'Cowperwood', 'after', 'the', 'five', 'million', 'bond', 'deal', 'had', 'been', 'printed', ',', 'had', 'told', 'him']"
66439,Nineteenth Street,,,"['him', 'that', 'he', 'would', 'be', 'glad', 'to', 'talk', 'with', 'him', '.', 'Cowperwood', 'had', 'figured', 'on', 'this', 'Seventeenth', 'and', 'Nineteenth', 'Street', 'line', 'scheme', 'more', 'than', 'once', ',', 'but', 'he', 'had', 'never', 'felt', 'quite', 'sure', 'that', 'he', 'was', 'willing', 'to', 'undertake', 'it']"
66494,North Pennsylvania,22.49471,114.13812,"[',', 'and', 'he', 'pondered', 'and', 'pondered', '.', 'Stener', ""'s"", 'scheme', 'of', 'loaning', 'him', 'money', 'wherewith', 'to', 'manipulate', 'the', 'North', 'Pennsylvania', 'line', 'deal', 'put', 'this', 'Seventeenth', 'and', 'Nineteenth', 'Street', 'dream', 'in', 'a', 'more', 'favorable', 'light', '.', 'As', 'it', 'was', 'he', 'was']"
