index,name,lat,lon,context
114144,Rittenhouse Square,41.25536,-76.23466,"['five', 'days', 'after', 'Cowperwood', ""'s"", 'failure', ',', 'at', 'the', 'home', 'of', 'Senator', 'Simpson', ',', 'which', 'was', 'located', 'in', 'Rittenhouse', 'Square', '--', 'a', 'region', 'central', 'for', 'the', 'older', 'order', 'of', 'wealth', 'in', 'Philadelphia', '.', 'Simpson', 'was', 'a', 'man', 'of', 'no', 'little']"
114156,Philadelphia,39.95233,-75.16379,"['Simpson', ',', 'which', 'was', 'located', 'in', 'Rittenhouse', 'Square', '--', 'a', 'region', 'central', 'for', 'the', 'older', 'order', 'of', 'wealth', 'in', 'Philadelphia', '.', 'Simpson', 'was', 'a', 'man', 'of', 'no', 'little', 'refinement', 'artistically', ',', 'of', 'Quaker', 'extraction', ',', 'and', 'of', 'great', 'wealth-breeding', 'judgment']"
114276,Pennsylvania,30.87324,-88.0475,"['the', 'political', 'authorities', 'who', 'were', 'trying', 'to', 'swing', 'a', 'national', 'election', 'were', 'anxious', 'to', 'discover', 'what', 'the', 'State', 'of', 'Pennsylvania', 'would', 'do', ',', 'so', 'far', 'as', 'the', 'Republican', 'party', 'was', 'concerned', ',', 'it', 'was', 'to', 'Senator', 'Simpson', 'that', 'they', 'appealed']"
114329,United States,37.99066,-81.4265,"['Senator', 'had', 'long', 'since', 'graduated', 'from', 'State', 'to', 'national', 'politics', ',', 'and', 'was', 'an', 'interesting', 'figure', 'in', 'the', 'United', 'States', 'Senate', 'at', 'Washington', ',', 'where', 'his', 'voice', 'in', 'all', 'the', 'conservative', 'and', 'moneyed', 'councils', 'of', 'the', 'nation', 'was', 'of', 'great']"
114332,Washington,50.90487,-0.40649,"['since', 'graduated', 'from', 'State', 'to', 'national', 'politics', ',', 'and', 'was', 'an', 'interesting', 'figure', 'in', 'the', 'United', 'States', 'Senate', 'at', 'Washington', ',', 'where', 'his', 'voice', 'in', 'all', 'the', 'conservative', 'and', 'moneyed', 'councils', 'of', 'the', 'nation', 'was', 'of', 'great', 'weight', '.', 'The']"
114405,Venice,41.23389,-96.35364,"['arch', ',', 'and', 'medallions', 'of', 'colored', 'marble', 'set', 'in', 'the', 'walls', '.', 'The', 'Senator', 'was', 'a', 'great', 'admirer', 'of', 'Venice', '.', 'He', 'had', 'been', 'there', 'often', ',', 'as', 'he', 'had', 'to', 'Athens', 'and', 'Rome', ',', 'and', 'had', 'brought', 'back', 'many']"
114417,Athens,37.97945,23.71622,"['The', 'Senator', 'was', 'a', 'great', 'admirer', 'of', 'Venice', '.', 'He', 'had', 'been', 'there', 'often', ',', 'as', 'he', 'had', 'to', 'Athens', 'and', 'Rome', ',', 'and', 'had', 'brought', 'back', 'many', 'artistic', 'objects', 'representative', 'of', 'the', 'civilizations', 'and', 'refinements', 'of', 'older', 'days', '.']"
114419,Rome,41.89193,12.51133,"['was', 'a', 'great', 'admirer', 'of', 'Venice', '.', 'He', 'had', 'been', 'there', 'often', ',', 'as', 'he', 'had', 'to', 'Athens', 'and', 'Rome', ',', 'and', 'had', 'brought', 'back', 'many', 'artistic', 'objects', 'representative', 'of', 'the', 'civilizations', 'and', 'refinements', 'of', 'older', 'days', '.', 'He', 'was']"
114474,Greece,43.20978,-77.69306,"['emperors', ',', 'and', 'the', 'fragments', 'of', 'gods', 'and', 'goddesses', 'which', 'are', 'the', 'best', 'testimony', 'of', 'the', 'artistic', 'aspirations', 'of', 'Greece', '.', 'In', 'the', 'entresol', 'of', 'this', 'house', 'was', 'one', 'of', 'his', 'finest', 'treasures', '--', 'a', 'carved', 'and', 'floriated', 'base', 'bearing']"
114567,Caligula,,,"['the', 'monolith', 'stood', 'was', 'ornamented', 'with', 'carved', 'ox-skulls', 'intertwined', 'with', 'roses', '.', 'In', 'his', 'reception', 'hall', 'were', 'replicas', 'of', 'Caligula', ',', 'Nero', ',', 'and', 'other', 'Roman', 'emperors', ';', 'and', 'on', 'his', 'stair-walls', 'reliefs', 'of', 'dancing', 'nymphs', 'in', 'procession', ',', 'and']"
115863,Mollenhauer,,,"[""''"", '``', 'I', 'could', 'have', 'those', 'letters', 'prepared', ',', 'if', 'you', 'gentlemen', 'have', 'no', 'objection', ',', ""''"", 'put', 'in', 'Mollenhauer', ',', 'quietly', ',', 'but', 'quickly', '.', '``', 'Well', ',', 'that', 'strikes', 'me', 'as', 'sinsible', ',', ""''"", 'said', 'Butler', ',', 'easily']"
117000,Pittsburg,38.87144,-89.21174,"['unless', 'you', 'have', 'to', '.', 'I', 'leave', 'it', 'to', 'you', 'two', ',', 'as', 'I', 'am', 'compelled', 'to', 'start', 'for', 'Pittsburg', 'next', 'Friday', ';', 'but', 'I', 'know', 'you', 'will', 'not', 'overlook', 'any', 'point', '.', ""''"", 'The', 'Senator', 'arose', '.', 'His', 'time']"
118838,Philadelphia,39.95233,-75.16379,"['unless', 'you', 'are', 'willing', 'to', 'deal', 'quite', 'frankly', 'with', 'me', '.', 'I', 'am', 'not', 'a', 'beginner', 'in', 'politics', 'in', 'Philadelphia', '.', 'I', 'know', 'something', 'about', 'the', 'powers', 'in', 'command', '.', 'I', 'thought', 'that', 'you', 'could', 'stop', 'any', 'plan', 'to', 'prosecute']"
118920,Chicago,41.85003,-87.65005,"['before', 'it', '--', 'not', 'as', 'much', 'so', '.', 'I', 'did', 'not', 'create', 'this', 'panic', '.', 'I', 'did', 'not', 'set', 'Chicago', 'on', 'fire', '.', 'Mr.', 'Stener', 'and', 'his', 'friends', 'have', 'been', 'reaping', 'some', 'profit', 'out', 'of', 'dealing', 'with', 'me', '.', 'I']"
119345,Philadelphia,39.95233,-75.16379,"['I', 'can', 'do', '.', 'I', 'am', 'only', 'one', 'of', 'those', 'who', 'have', 'a', 'slight', 'say', 'in', 'the', 'affairs', 'of', 'Philadelphia', '.', ""''"", 'At', 'this', 'point', ',', 'Mollenhauer', 'rather', 'expected', 'Cowperwood', 'to', 'make', 'an', 'offer', 'of', 'his', 'own', 'holdings', ',', 'but']"
119559,Philadelphia,39.95233,-75.16379,"['this', 'is', 'an', 'occasion', 'when', 'this', 'organization', 'can', 'render', 'a', 'signal', 'service', 'to', 'the', 'city', 'and', 'the', 'people', 'of', 'Philadelphia', ',', 'and', 'prove', 'the', 'significance', 'and', 'the', 'merit', 'of', 'the', 'title', 'originally', 'selected', 'for', 'it', ',', 'by', 'making', 'such', 'a']"
119999,Chicago,41.85003,-87.65005,"['system', 'appears', 'not', 'to', 'have', 'been', 'adhered', 'to', 'in', 'the', 'case', 'of', 'Mr.', 'Cowperwood', '.', 'The', 'accident', 'of', 'the', 'Chicago', 'fire', ',', 'the', 'consequent', 'depression', 'of', 'stock', 'values', ',', 'and', 'the', 'subsequent', 'failure', 'of', 'Mr.', 'Frank', 'A.', 'Cowperwood', 'have', 'so']"
120595,Philadelphia,39.95233,-75.16379,"[',', 'Simpson', ',', 'and', 'Butler', 'to', 'use', 'the', 'soft', 'pedal', 'for', 'the', 'present', '.', 'It', 'was', 'not', 'good', 'for', 'Philadelphia', ',', 'for', 'local', 'commerce', ',', 'etc.', ',', 'to', 'make', 'a', 'row', '.', 'The', 'fair', 'name', 'of', 'the', 'city', 'would', 'be']"
121077,PHILADELPHIA,39.95234,-75.16379,"['they', 'also', 'helped', 'to', 'pass', 'the', 'time', 'until', 'after', 'election', '.', 'OFFICE', 'OF', 'THE', 'MAYOR', 'OF', 'THE', 'CITY', 'OF', 'PHILADELPHIA', 'GEORGE', 'W.', 'STENER', ',', 'ESQ.', ',', 'October', '18', ',', '1871', '.', 'City', 'Treasurer', '.', 'DEAR', 'SIR', ',', '--', 'Information', 'has']"
121082,ESQ.,,,"['the', 'time', 'until', 'after', 'election', '.', 'OFFICE', 'OF', 'THE', 'MAYOR', 'OF', 'THE', 'CITY', 'OF', 'PHILADELPHIA', 'GEORGE', 'W.', 'STENER', ',', 'ESQ.', ',', 'October', '18', ',', '1871', '.', 'City', 'Treasurer', '.', 'DEAR', 'SIR', ',', '--', 'Information', 'has', 'been', 'given', 'me', 'that', 'certificates']"
121197,Third Street,-33.57917,151.30833,"['been', 'permitted', 'to', 'pass', 'into', 'the', 'hands', 'of', 'some', 'one', 'or', 'more', 'brokers', 'or', 'bankers', 'doing', 'business', 'on', 'Third', 'Street', ',', 'and', 'that', 'said', 'brokers', 'or', 'bankers', 'have', 'since', 'met', 'with', 'financial', 'difficulties', ',', 'whereby', ',', 'and', 'by', 'reason', 'of']"
121294,Philadelphia,39.95233,-75.16379,"['facts', ',', 'if', 'they', 'exist', ',', 'may', 'be', 'intelligently', 'discharged', '.', 'Yours', 'respectfully', ',', 'JACOB', 'BORCHARDT', ',', 'Mayor', 'of', 'Philadelphia', '.', 'OFFICE', 'OF', 'THE', 'TREASURER', 'OF', 'THE', 'CITY', 'OF', 'PHILADELPHIA', 'HON', '.', 'JACOB', 'BORCHARDT', '.', 'October', '19', ',', '1871', '.']"
121304,PHILADELPHIA,39.95234,-75.16379,"['.', 'Yours', 'respectfully', ',', 'JACOB', 'BORCHARDT', ',', 'Mayor', 'of', 'Philadelphia', '.', 'OFFICE', 'OF', 'THE', 'TREASURER', 'OF', 'THE', 'CITY', 'OF', 'PHILADELPHIA', 'HON', '.', 'JACOB', 'BORCHARDT', '.', 'October', '19', ',', '1871', '.', 'DEAR', 'SIR', ',', '--', 'I', 'have', 'to', 'acknowledge', 'the', 'receipt']"
121429,PHILADELPHIA,39.95234,-75.16379,"['.', 'I', 'am', ',', 'very', 'respectfully', ',', 'GEORGE', 'W.', 'STENER', '.', 'OFFICE', 'OF', 'THE', 'MAYOR', 'OF', 'THE', 'CITY', 'OF', 'PHILADELPHIA', 'GEORGE', 'W.', 'STENER', ',', 'ESQ.', ',', 'October', '21', ',', '1871', '.', 'City', 'Treasurer', '.', 'DEAR', 'SIR', '--', 'Under', 'the', 'existing']"
121434,ESQ.,,,"['respectfully', ',', 'GEORGE', 'W.', 'STENER', '.', 'OFFICE', 'OF', 'THE', 'MAYOR', 'OF', 'THE', 'CITY', 'OF', 'PHILADELPHIA', 'GEORGE', 'W.', 'STENER', ',', 'ESQ.', ',', 'October', '21', ',', '1871', '.', 'City', 'Treasurer', '.', 'DEAR', 'SIR', '--', 'Under', 'the', 'existing', 'circumstances', 'you', 'will', 'consider', 'this']"
121506,Philadelphia,39.95233,-75.16379,"['loans', 'may', 'for', 'the', 'present', 'be', 'made', 'at', 'this', 'office', '.', 'Very', 'respectfully', ',', 'JACOB', 'BORCHARDT', ',', 'Mayor', 'of', 'Philadelphia', '.', 'And', 'did', 'Mr.', 'Jacob', 'Borchardt', 'write', 'the', 'letters', 'to', 'which', 'his', 'name', 'was', 'attached', '?', 'He', 'did', 'not', '.']"
121574,Philadelphia,39.95233,-75.16379,"['that', 'they', 'were', 'very', 'good', ',', 'in', 'fact', '.', 'And', 'did', 'Mr.', 'George', 'W.', 'Stener', ',', 'city', 'treasurer', 'of', 'Philadelphia', ',', 'write', 'that', 'very', 'politic', 'reply', '?', 'He', 'did', 'not', '.', 'Mr.', 'Stener', 'was', 'in', 'a', 'state', 'of', 'complete', 'collapse']"
121912,Philadelphia,39.95233,-75.16379,"[',', 'on', 'the', 'afternoon', 'of', 'October', '26', ',', '1871', ',', 'Edward', 'Strobik', ',', 'president', 'of', 'the', 'common', 'council', 'of', 'Philadelphia', ',', 'appeared', 'before', 'the', 'mayor', ',', 'as', 'finally', 'ordered', 'by', 'Mollenhauer', ',', 'and', 'charged', 'by', 'affidavit', 'that', 'Frank', 'A.', 'Cowperwood']"
123168,Cowperwood,,,"['the', 'common', 'council', ',', 'to', 'represent', 'him', 'in', 'prosecuting', 'the', 'case', 'for', 'the', 'city', '.', 'The', 'mayor', 'looked', 'at', 'Cowperwood', 'curiously', ',', 'for', 'he', ',', 'being', 'comparatively', 'new', 'to', 'the', 'political', 'world', 'of', 'Philadelphia', ',', 'was', 'not', 'so', 'familiar', 'with']"
123182,Philadelphia,39.95233,-75.16379,"['.', 'The', 'mayor', 'looked', 'at', 'Cowperwood', 'curiously', ',', 'for', 'he', ',', 'being', 'comparatively', 'new', 'to', 'the', 'political', 'world', 'of', 'Philadelphia', ',', 'was', 'not', 'so', 'familiar', 'with', 'him', 'as', 'others', 'were', ';', 'and', 'Cowperwood', 'returned', 'the', 'look', 'pleasantly', 'enough', '.', '``']"
123357,Shannon,52.70389,-8.86417,"['by', 'Pettie', ',', 'he', 'thought', 'it', 'wise', 'to', 'appear', '.', 'He', 'was', 'properly', 'indicted', 'by', 'the', 'latter', 'body', '(', 'Shannon', ',', 'the', 'newly', 'elected', 'district', 'attorney', ',', 'making', 'a', 'demonstration', 'in', 'force', ')', ',', 'and', 'his', 'trial', 'ordered', 'for', 'December']"
123638,Philadelphia Public Ledger,39.95233,-75.16379,"['he', 'was', 'not', 'as', 'bad', 'as', 'he', 'might', 'be', '.', 'One', 'item', 'only', ',', 'clipped', 'from', 'the', 'Philadelphia', 'Public', 'Ledger', 'soon', 'after', 'Cowperwood', 'had', 'been', 'publicly', 'accused', 'of', 'embezzlement', ',', 'comforted', 'and', 'consoled', 'her', '.', 'She', 'cut', 'it', 'out', 'and']"
124009,South Sixth Street,-6.33333,39.5,"['when', 'they', 'had', 'been', 'together', 'recently', 'in', 'one', 'place', 'and', 'another', ',', 'particularly', 'the', 'new', 'rendezvous', 'in', 'South', 'Sixth', 'Street', 'which', 'he', 'had', 'established', ',', 'since', 'the', 'old', 'one', 'had', 'to', 'be', 'abandoned', '.', 'He', 'had', 'stroked', 'her', 'rich', 'hair']"
124618,Third National Bank,-33.57917,151.30833,"['only', 'consolation', 'through', 'it', 'all', 'was', 'that', 'Frank', 'had', 'actually', 'got', 'out', 'of', 'his', 'relationship', 'with', 'the', 'Third', 'National', 'Bank', 'without', 'owing', 'it', 'a', 'single', 'dollar', '.', 'Still', 'as', 'he', 'knew', 'the', 'directors', 'of', 'that', 'institution', 'could', 'not', 'possibly', 'tolerate']"
125447,Boston,42.35843,-71.05977,"['it', '.', 'Finally', 'he', 'hit', 'upon', 'the', 'plan', 'of', 'having', 'Aileen', 'invited', 'to', 'go', 'somewhere', 'some', 'distance', 'off', '--', 'Boston', 'or', 'New', 'Orleans', ',', 'where', 'a', 'sister', 'of', 'his', 'wife', 'lived', '.', 'It', 'was', 'a', 'delicate', 'matter', 'to', 'engineer', ',']"
125450,New Orleans,30.03593,-90.02561,"['he', 'hit', 'upon', 'the', 'plan', 'of', 'having', 'Aileen', 'invited', 'to', 'go', 'somewhere', 'some', 'distance', 'off', '--', 'Boston', 'or', 'New', 'Orleans', ',', 'where', 'a', 'sister', 'of', 'his', 'wife', 'lived', '.', 'It', 'was', 'a', 'delicate', 'matter', 'to', 'engineer', ',', 'and', 'in', 'such']"
125496,New Orleans,30.03593,-90.02561,"['soul', 'of', 'tact', ';', 'but', 'he', 'undertook', 'it', '.', 'He', 'wrote', 'personally', 'to', 'his', 'wife', ""'s"", 'sister', 'at', 'New', 'Orleans', ',', 'and', 'asked', 'her', 'if', 'she', 'would', ',', 'without', 'indicating', 'in', 'any', 'way', 'that', 'she', 'had', 'heard', 'from', 'him', ',']"
125569,Alta,69.96887,23.27165,"['A', 'little', 'later', 'he', 'learned', 'accidentally', 'that', 'Mrs.', 'Mollenhauer', 'and', 'her', 'three', 'daughters', ',', 'Caroline', ',', 'Felicia', ',', 'and', 'Alta', ',', 'were', 'going', 'to', 'Europe', 'early', 'in', 'December', 'to', 'visit', 'Paris', ',', 'the', 'Riviera', ',', 'and', 'Rome', ';', 'and', 'he']"
125574,Europe,48.69096,9.14062,"['accidentally', 'that', 'Mrs.', 'Mollenhauer', 'and', 'her', 'three', 'daughters', ',', 'Caroline', ',', 'Felicia', ',', 'and', 'Alta', ',', 'were', 'going', 'to', 'Europe', 'early', 'in', 'December', 'to', 'visit', 'Paris', ',', 'the', 'Riviera', ',', 'and', 'Rome', ';', 'and', 'he', 'decided', 'to', 'ask', 'Mollenhauer', 'to']"
125580,Paris,48.85341,2.3488,"['three', 'daughters', ',', 'Caroline', ',', 'Felicia', ',', 'and', 'Alta', ',', 'were', 'going', 'to', 'Europe', 'early', 'in', 'December', 'to', 'visit', 'Paris', ',', 'the', 'Riviera', ',', 'and', 'Rome', ';', 'and', 'he', 'decided', 'to', 'ask', 'Mollenhauer', 'to', 'persuade', 'his', 'wife', 'to', 'invite', 'Norah']"
125583,Riviera,27.29865,-97.815,"['Caroline', ',', 'Felicia', ',', 'and', 'Alta', ',', 'were', 'going', 'to', 'Europe', 'early', 'in', 'December', 'to', 'visit', 'Paris', ',', 'the', 'Riviera', ',', 'and', 'Rome', ';', 'and', 'he', 'decided', 'to', 'ask', 'Mollenhauer', 'to', 'persuade', 'his', 'wife', 'to', 'invite', 'Norah', 'and', 'Aileen', ',']"
125586,Rome,41.89193,12.51133,"[',', 'and', 'Alta', ',', 'were', 'going', 'to', 'Europe', 'early', 'in', 'December', 'to', 'visit', 'Paris', ',', 'the', 'Riviera', ',', 'and', 'Rome', ';', 'and', 'he', 'decided', 'to', 'ask', 'Mollenhauer', 'to', 'persuade', 'his', 'wife', 'to', 'invite', 'Norah', 'and', 'Aileen', ',', 'or', 'Aileen', 'only']"
125702,Europe,48.69096,9.14062,"['of', 'view', '--', 'and', 'the', 'invitation', 'was', 'extended', '.', 'Norah', 'was', 'overjoyed', '.', 'She', 'wanted', 'to', 'see', 'something', 'of', 'Europe', ',', 'and', 'had', 'always', 'been', 'hoping', 'for', 'some', 'such', 'opportunity', '.', 'Aileen', 'was', 'pleased', 'from', 'the', 'point', 'of', 'view', 'that']"
125858,Paris,48.85341,2.3488,"['the', 'mother', ',', '``', 'and', 'I', 'should', 'think', 'ye', ""'d"", 'have', 'a', 'fine', 'time', '.', 'They', ""'re"", 'going', 'to', 'Paris', 'and', 'the', 'Riveera', '.', ""''"", '``', 'Oh', ',', 'fine', '!', ""''"", 'exclaimed', 'Norah', '.', '``', 'I', ""'ve"", 'always', 'wanted', 'to']"
125881,Paris,48.85341,2.3488,"['.', ""''"", '``', 'Oh', ',', 'fine', '!', ""''"", 'exclaimed', 'Norah', '.', '``', 'I', ""'ve"", 'always', 'wanted', 'to', 'go', 'to', 'Paris', '.', ""Haven't"", 'you', ',', 'Ai', '?', 'Oh', ',', 'would', ""n't"", 'that', 'be', 'fine', '?', ""''"", '``', 'I', 'do', ""n't"", 'know']"
126531,Philadelphia,39.95233,-75.16379,"['stormy', 'incumbency', 'at', 'the', 'executive', 'mansion', '.', 'There', 'were', 'offices', 'for', 'the', 'management', 'of', 'the', 'company', ""'s"", 'business', 'in', 'Philadelphia', ',', 'Washington', ',', 'and', 'New', 'York', ',', 'to', 'say', 'nothing', 'of', 'other', 'places', '.', 'Butler', 'was', 'familiar', 'with', 'the', 'Philadelphia']"
126533,Washington,50.90487,-0.40649,"['at', 'the', 'executive', 'mansion', '.', 'There', 'were', 'offices', 'for', 'the', 'management', 'of', 'the', 'company', ""'s"", 'business', 'in', 'Philadelphia', ',', 'Washington', ',', 'and', 'New', 'York', ',', 'to', 'say', 'nothing', 'of', 'other', 'places', '.', 'Butler', 'was', 'familiar', 'with', 'the', 'Philadelphia', 'sign', ',']"
126537,New York,30.03593,-90.02561,"['.', 'There', 'were', 'offices', 'for', 'the', 'management', 'of', 'the', 'company', ""'s"", 'business', 'in', 'Philadelphia', ',', 'Washington', ',', 'and', 'New', 'York', ',', 'to', 'say', 'nothing', 'of', 'other', 'places', '.', 'Butler', 'was', 'familiar', 'with', 'the', 'Philadelphia', 'sign', ',', 'but', 'did', 'not', 'care']"
126551,Philadelphia,39.95233,-75.16379,"[',', 'Washington', ',', 'and', 'New', 'York', ',', 'to', 'say', 'nothing', 'of', 'other', 'places', '.', 'Butler', 'was', 'familiar', 'with', 'the', 'Philadelphia', 'sign', ',', 'but', 'did', 'not', 'care', 'to', 'go', 'to', 'the', 'office', 'there', '.', 'He', 'decided', ',', 'once', 'his', 'mind', 'was']"
126585,New York,30.03593,-90.02561,"['decided', ',', 'once', 'his', 'mind', 'was', 'made', 'up', 'on', 'this', 'score', ',', 'that', 'he', 'would', 'go', 'over', 'to', 'New', 'York', ',', 'where', 'he', 'was', 'told', 'the', 'principal', 'offices', 'were', '.', 'He', 'made', 'the', 'simple', 'excuse', 'one', 'day', 'of', 'business', ',']"
126618,New York,30.03593,-90.02561,"['simple', 'excuse', 'one', 'day', 'of', 'business', ',', 'which', 'was', 'common', 'enough', 'in', 'his', 'case', ',', 'and', 'journeyed', 'to', 'New', 'York', '--', 'nearly', 'five', 'hours', 'away', 'as', 'the', 'trains', 'ran', 'then', '--', 'arriving', 'at', 'two', ""o'clock"", '.', 'At', 'the', 'offices', 'on']"
126640,Broadway,50.93333,-2.96667,"['five', 'hours', 'away', 'as', 'the', 'trains', 'ran', 'then', '--', 'arriving', 'at', 'two', ""o'clock"", '.', 'At', 'the', 'offices', 'on', 'lower', 'Broadway', ',', 'he', 'asked', 'to', 'see', 'the', 'manager', ',', 'whom', 'he', 'found', 'to', 'be', 'a', 'large', ',', 'gross-featured', ',', 'heavy-bodied', 'man']"
126925,Chicago,41.85003,-87.65005,"['him', 'personally', ',', 'if', 'I', 'might', ',', 'meaning', 'no', 'offense', 'to', 'you', '.', ""''"", '``', 'Mr.', 'Pinkerton', 'is', 'in', 'Chicago', 'at', 'present', ',', ""''"", 'replied', 'Mr.', 'Martinson', '.', '``', 'I', 'do', ""n't"", 'expect', 'him', 'back', 'for', 'a', 'week', 'or', 'ten']"
127152,Broadway,50.93333,-2.96667,"['in', 'there', '.', ""''"", 'He', 'led', 'the', 'way', 'into', 'an', 'adjoining', 'room', 'which', 'had', 'two', 'windows', 'looking', 'down', 'into', 'Broadway', ';', 'an', 'oblong', 'table', ',', 'heavy', ',', 'brown', ',', 'smoothly', 'polished', ';', 'four', 'leather-backed', 'chairs', ';', 'and', 'some', 'pictures', 'of']"
127662,United States,37.99066,-81.4265,"['who', 'consider', 'that', 'they', 'are', '.', 'We', 'handle', 'over', 'ten', 'thousand', 'separate', 'cases', 'in', 'all', 'parts', 'of', 'the', 'United', 'States', 'every', 'year', '.', 'We', 'work', 'on', 'a', 'case', 'only', 'so', 'long', 'as', 'we', 'are', 'wanted', '.', 'We', 'try', 'to', 'find']"
128262,Philadelphy,,,"['I', ""'ll"", 'be', 'plain', 'with', 'you', '.', 'My', ""name's"", 'not', 'Scanlon', '.', 'It', ""'s"", 'Butler', '.', 'I', 'live', 'in', 'Philadelphy', '.', 'There', ""'s"", 'a', 'man', 'there', ',', 'a', 'banker', 'by', 'the', 'name', 'of', 'Cowperwood', '--', 'Frank', 'A.', 'Cowperwood', '--', ""''""]"
128338,Third Street,-33.57917,151.30833,"['Butler', 'told', 'him', '.', '``', 'Yes', ';', 'now', 'go', 'on', '.', ""''"", '``', 'He', 'has', 'a', 'place', 'in', 'Third', 'Street', '--', 'Frank', 'A.', 'Cowperwood', '--', 'any', 'one', 'can', 'show', 'you', 'where', 'it', 'is', '.', 'He', ""'s"", 'just', 'failed', 'there', 'recently']"
128401,Philadelphia,39.95233,-75.16379,"['up', 'in', 'some', 'city', 'embezzlement', 'case', 'over', 'there', '.', 'I', 'suppose', 'the', 'reason', 'you', 'did', ""n't"", 'go', 'to', 'our', 'Philadelphia', 'office', 'is', 'because', 'you', 'did', ""n't"", 'want', 'our', 'local', 'men', 'over', 'there', 'to', 'know', 'anything', 'about', 'it', '.', 'Is', ""n't""]"
128454,Philadelphy,,,"['the', 'reason', ',', ""''"", 'said', 'Butler', '.', '``', 'I', 'do', ""n't"", 'care', 'to', 'have', 'anything', 'of', 'this', 'known', 'in', 'Philadelphy', '.', 'That', ""'s"", 'why', 'I', ""'m"", 'here', '.', 'This', 'man', 'has', 'a', 'house', 'on', 'Girard', 'Avenue', '--', 'Nineteen-thirty-seven', '.', 'You']"
128470,Girard Avenue,39.44644,-89.78093,"['this', 'known', 'in', 'Philadelphy', '.', 'That', ""'s"", 'why', 'I', ""'m"", 'here', '.', 'This', 'man', 'has', 'a', 'house', 'on', 'Girard', 'Avenue', '--', 'Nineteen-thirty-seven', '.', 'You', 'can', 'find', 'that', 'out', ',', 'too', ',', 'when', 'you', 'get', 'over', 'there', '.', ""''"", '``', 'Yes']"
129821,South Sixth Street,-6.33333,39.5,"['at', 'first', ',', 'and', 'eventually', 'a', 'seventh', ',', 'when', 'the', 'second', 'meeting-place', ',', 'which', 'was', 'located', 'in', 'South', 'Sixth', 'Street', ',', 'was', 'discovered', '.', 'All', 'the', 'detectives', 'were', 'from', 'New', 'York', '.', 'In', 'a', 'week', 'all', 'was', 'known', 'to', 'Alderson']"
129832,New York,30.03593,-90.02561,"['meeting-place', ',', 'which', 'was', 'located', 'in', 'South', 'Sixth', 'Street', ',', 'was', 'discovered', '.', 'All', 'the', 'detectives', 'were', 'from', 'New', 'York', '.', 'In', 'a', 'week', 'all', 'was', 'known', 'to', 'Alderson', '.', 'It', 'bad', 'been', 'agreed', 'between', 'him', 'and', 'Butler', 'that', 'if']"
130030,Europe,48.69096,9.14062,"['good', 'girl', '--', 'knowing', 'what', 'she', 'knew', ',', 'or', 'doing', 'what', 'she', 'was', 'doing', '!', 'She', 'would', 'go', 'to', 'Europe', 'after', 'this', ',', 'or', 'any', 'place', 'he', 'chose', 'to', 'send', 'her', '.', 'In', 'working', 'out', 'his', 'plan', 'of', 'action', 'it']"
130152,New York,30.03593,-90.02561,"['knowing', 'anything', 'about', 'your', 'connection', 'with', 'the', 'case', '.', 'We', 'can', 'say', 'it', ""'s"", 'for', 'a', 'girl', 'from', 'New', 'York', '.', 'But', 'you', ""'ll"", 'have', 'to', 'go', 'in', 'in', 'the', 'presence', 'of', 'my', 'men', '.', 'They', 'wo', ""n't"", 'permit', 'any']"
130303,South Sixth Street,-6.33333,39.5,"['Cowperwood', 'were', 'visiting', 'an', 'apparently', 'private', 'residence', ',', 'which', 'was', 'anything', 'but', 'that', '.', 'The', 'house', 'on', 'South', 'Sixth', 'Street', 'was', 'one', 'of', 'assignation', 'purely', ';', 'but', 'in', 'its', 'way', 'it', 'was', 'superior', 'to', 'the', 'average', 'establishment', 'of', 'its', 'kind']"
130446,North Tenth Street,22.49471,114.13812,"['had', 'known', 'of', 'the', 'place', 'from', 'previous', 'experiences', ',', 'and', 'when', 'it', 'became', 'necessary', 'to', 'abandon', 'the', 'North', 'Tenth', 'Street', 'house', ',', 'he', 'had', 'directed', 'Aileen', 'to', 'meet', 'him', 'here', '.', 'The', 'matter', 'of', 'entering', 'a', 'place', 'of', 'this', 'kind']"
130900,Europe,48.69096,9.14062,"['and', 'that', 'she', 'could', 'not', 'possibly', 'deny', 'it', '.', 'He', 'would', 'then', 'give', 'her', 'her', 'choice', 'between', 'going', 'to', 'Europe', 'or', 'going', 'to', 'a', 'reformatory', '.', 'But', 'a', 'sense', 'of', 'the', 'raw', 'brutality', 'of', 'Aileen', ""'s"", 'disposition', ',', 'and', 'something']"
131527,Philadelphia,39.95233,-75.16379,"['me', 'personally', ',', 'I', 'am', 'sure', '.', 'They', 'want', 'me', 'to', 'get', 'out', 'of', 'the', 'street-railway', 'business', 'here', 'in', 'Philadelphia', ',', 'and', ',', 'of', 'course', ',', 'they', 'wanted', 'to', 'make', 'things', 'look', 'better', 'for', 'Stener', 'at', 'first', ';', 'but', 'depend']"
132012,South Sixth Street,-6.33333,39.5,"['in', 'November', ',', 'when', 'Alderson', ',', 'duly', 'informed', 'of', 'the', 'presence', 'of', 'Aileen', 'and', 'Cowperwood', 'in', 'the', 'South', 'Sixth', 'Street', 'house', 'by', 'the', 'detective', 'on', 'guard', 'drove', 'rapidly', 'up', 'to', 'Butler', ""'s"", 'office', 'and', 'invited', 'him', 'to', 'come', 'with', 'him']"
